year,sex,member,covered,age,age_group,race,hisp,educ,citizen,state,weight
2010,Female,FALSE,FALSE,41,25-54,Black,Non-Hispanic,Bachelor's degree,US native,SC,1405.90357
2009,Female,TRUE,TRUE,40,25-54,Black,Non-Hispanic,Bachelor's degree,US native,SC,1396.74841
2009,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Graduate degree,US native,MA,1157.27243
2009,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,TX,1316.4143
2010,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Associate degree,US native,FL,1599.30855
2013,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,FL,1440.01297
2009,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Associate degree,US native,IL,1094.32089
2010,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,IL,1266.49375
2011,Female,FALSE,FALSE,24,16-24,White,Hispanic,Associate degree,US native,IL,1135.46868
2012,Female,FALSE,FALSE,25,25-54,White,Hispanic,Associate degree,US native,IL,1280.00245
2009,Female,FALSE,FALSE,53,25-54,Black,Non-Hispanic,Bachelor's degree,US native,IL,1031.00927
2017,Female,FALSE,FALSE,36,25-54,Black,Non-Hispanic,Associate degree,US native,GA,1165.39652
2011,Male,TRUE,TRUE,54,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",CT,347.30949
2010,Male,FALSE,FALSE,53,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",CT,446.41242
2016,Female,FALSE,FALSE,26,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",GA,1635.0257100000001
2017,Female,FALSE,FALSE,27,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",GA,1708.8258
2012,Female,FALSE,FALSE,43,25-54,Black,Non-Hispanic,Associate degree,US native,TN,1607.35074
2010,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Associate degree,US native,MN,514.77005
2009,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Associate degree,US native,MN,546.23455
2017,Female,TRUE,TRUE,42,25-54,White,Non-Hispanic,Associate degree,US native,MS,475.18138
2009,Female,TRUE,TRUE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,MN,634.2616399999999
2017,Male,FALSE,FALSE,30,25-54,White,Non-Hispanic,Graduate degree,US native,MT,189.60812
2017,Female,TRUE,TRUE,33,25-54,White,Non-Hispanic,Bachelor's degree,US native,MT,197.14734
2017,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,NH,337.51748
2012,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Bachelor's degree,US native,TN,1377.38835
2015,Female,FALSE,FALSE,60,55 and over,White,Hispanic,Bachelor's degree,US native,TX,1351.4360199999999
2017,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Associate degree,US native,TX,1099.57307
2016,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Associate degree,US native,TX,1406.99649
2015,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",OR,745.38426
2016,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",OR,754.9243
2016,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,292.82352000000003
2015,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,282.61253999999997
2017,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Associate degree,US native,WI,1364.85459
2009,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Bachelor's degree,US native,NE,329.31465
2009,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Bachelor's degree,US native,NE,327.99776
2011,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,IL,1071.81205
2012,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Associate degree,US native,IL,1064.31833
2013,Female,TRUE,TRUE,43,25-54,Other,Non-Hispanic,Associate degree,US native,VT,170.54774
2012,Female,TRUE,TRUE,42,25-54,Other,Non-Hispanic,Associate degree,US native,VT,144.59007
2009,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Bachelor's degree,US native,AZ,2010.23324
2010,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,LA,1602.16587
2014,Female,TRUE,TRUE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,791.42423
2015,Female,TRUE,TRUE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,831.94352
2009,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,TN,1140.05107
2010,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,WI,888.62032
2009,Female,TRUE,TRUE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,WI,870.79984
2009,Female,FALSE,FALSE,25,25-54,White,Non-Hispanic,Bachelor's degree,US native,WI,793.75943
2009,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Associate degree,US native,WV,470.60131
2010,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Associate degree,US native,WV,478.62245999999993
2013,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,NH,198.07618
2015,Male,TRUE,TRUE,51,25-54,White,Non-Hispanic,Bachelor's degree,US native,NY,1376.49372
2014,Male,TRUE,TRUE,50,25-54,White,Non-Hispanic,Associate degree,US native,NY,1160.2504199999998
2014,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Graduate degree,US native,NY,1388.6246800000001
2009,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Associate degree,US native,NJ,1200.31764
2015,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Some college,US native,NY,1425.87851
2013,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Associate degree,US native,GA,1161.71993
2010,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Bachelor's degree,US native,AZ,1327.7855100000002
2009,Female,FALSE,FALSE,60,55 and over,Black,Non-Hispanic,Graduate degree,US native,TX,1486.92517
2010,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Associate degree,US native,SD,158.72779
2015,Female,FALSE,FALSE,23,16-24,White,Non-Hispanic,Bachelor's degree,US native,SD,193.46357
2009,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,IL,1180.89048
2011,Female,FALSE,FALSE,50,25-54,Black,Non-Hispanic,Associate degree,US native,NJ,1490.53196
2012,Female,FALSE,FALSE,54,25-54,Other,Non-Hispanic,Bachelor's degree,US native,KS,670.78658
2013,Female,FALSE,FALSE,55,55 and over,Other,Non-Hispanic,Bachelor's degree,US native,KS,444.80372
2013,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,KS,709.57546
2011,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,PA,1215.1099
2010,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Bachelor's degree,US native,PA,1115.15636
2014,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Graduate degree,US native,NY,1183.13674
2014,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Bachelor's degree,US native,IN,1104.4965399999999
2013,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Associate degree,US native,IN,1095.89668
2013,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,CO,690.04787
2012,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,CO,770.05984
2014,Female,FALSE,TRUE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,KY,944.71251
2015,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,US native,KY,743.2222300000001
2015,Female,FALSE,FALSE,42,25-54,Black,Non-Hispanic,Some college,US native,MO,1462.55919
2015,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Graduate degree,US native,MO,1471.32323
2016,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Graduate degree,US native,MO,1253.3479499999999
2017,Female,FALSE,FALSE,23,16-24,White,Non-Hispanic,Bachelor's degree,US native,MO,1608.03224
2015,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,MO,1617.2447399999999
2010,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Bachelor's degree,US native,MS,809.59764
2009,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Bachelor's degree,US native,MS,667.89337
2010,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Graduate degree,US native,IN,1077.44992
2015,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Bachelor's degree,US native,OH,1445.8836999999999
2014,Male,FALSE,FALSE,67,55 and over,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",TX,1850.8147000000001
2013,Male,FALSE,FALSE,66,55 and over,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",TX,1637.0171500000001
2017,Female,TRUE,TRUE,45,25-54,White,Hispanic,Bachelor's degree,US native,MT,154.36633
2011,Female,FALSE,FALSE,22,16-24,White,Non-Hispanic,Associate degree,US native,ND,159.77595
2015,Female,FALSE,FALSE,49,25-54,American Indian (Alaskan Native),Non-Hispanic,Associate degree,US native,OK,684.03215
2015,Female,FALSE,FALSE,26,25-54,Black,Non-Hispanic,Bachelor's degree,US native,OK,711.58174
2013,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,149.576
2009,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Associate degree,US native,TX,1303.97928
2011,Female,FALSE,FALSE,28,25-54,Black,Non-Hispanic,Bachelor's degree,US native,LA,1312.73964
2014,Female,TRUE,TRUE,28,25-54,White,Non-Hispanic,Associate degree,US native,CA,1483.20731
2012,Female,TRUE,TRUE,33,25-54,White,Non-Hispanic,Associate degree,US native,FL,1373.29656
2013,Female,TRUE,TRUE,34,25-54,White,Non-Hispanic,Bachelor's degree,US native,FL,1272.0229100000001
2013,Female,FALSE,FALSE,56,55 and over,American Indian (Alaskan Native),Non-Hispanic,Associate degree,US native,VT,139.28616
2012,Female,FALSE,FALSE,55,55 and over,American Indian (Alaskan Native),Non-Hispanic,Associate degree,US native,VT,103.05459
2010,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Bachelor's degree,US native,WV,508.91490000000005
2012,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Associate degree,US native,CT,452.42532
2013,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Associate degree,US native,CT,533.57909
2012,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Associate degree,US native,CT,403.15180999999995
2015,Female,FALSE,FALSE,56,55 and over,White,Hispanic,Associate degree,US native,CT,540.16242
2013,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Associate degree,US native,CT,448.06521000000004
2012,Female,FALSE,FALSE,26,25-54,White,Hispanic,Bachelor's degree,US native,TX,1366.8876500000001
2009,Female,TRUE,TRUE,49,25-54,White,Hispanic,Bachelor's degree,US native,CA,1382.70437
2010,Female,FALSE,FALSE,50,25-54,White,Hispanic,Bachelor's degree,US native,CA,1344.52524
2011,Female,FALSE,FALSE,63,55 and over,White,Non-Hispanic,Associate degree,US native,WV,502.83648999999997
2011,Female,FALSE,FALSE,63,55 and over,White,Non-Hispanic,Bachelor's degree,US native,WV,605.56825
2010,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Bachelor's degree,US native,WV,452.33626000000004
2010,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Associate degree,US native,WV,453.89423999999997
2009,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,MS,685.7150300000001
2010,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Associate degree,US native,CT,409.45299
2011,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Associate degree,US native,CT,412.15302
2013,Female,FALSE,FALSE,41,25-54,Asian,Non-Hispanic,Bachelor's degree,US native,IL,1066.6296
2014,Female,FALSE,FALSE,41,25-54,Asian,Non-Hispanic,Bachelor's degree,US native,IL,1523.9496199999999
2010,Female,FALSE,FALSE,42,25-54,Black,Non-Hispanic,Bachelor's degree,US native,FL,1355.65138
2009,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Associate degree,US native,FL,1382.38391
2010,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Some college,US native,NY,1349.41056
2009,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Bachelor's degree,US native,KY,793.9365
2014,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Some college,US native,VA,973.3498
2010,Female,FALSE,FALSE,42,25-54,Black,Non-Hispanic,Associate degree,US native,NC,1508.27778
2014,Male,FALSE,FALSE,30,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,1211.64199
2011,Female,FALSE,FALSE,65,55 and over,White,Non-Hispanic,Graduate degree,US native,TX,1413.68719
2010,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,KY,846.38683
2011,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,KY,1089.34592
2014,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Bachelor's degree,US native,KY,922.63945
2010,Female,TRUE,TRUE,52,25-54,White,Non-Hispanic,Graduate degree,US native,KY,936.3778500000001
2013,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Bachelor's degree,US native,KY,1168.06273
2009,Female,TRUE,TRUE,51,25-54,White,Non-Hispanic,Graduate degree,US native,KY,746.97939
2015,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Associate degree,US native,NY,1259.32566
2014,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Associate degree,US native,NY,1281.81072
2009,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,VA,987.25661
2009,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,VA,987.25661
2014,Male,FALSE,FALSE,57,55 and over,Black,Non-Hispanic,Graduate degree,"Foreign-born, citizen",VA,1183.30054
2013,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Bachelor's degree,US native,VA,1206.2621199999999
2012,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Bachelor's degree,US native,VA,1143.14523
2016,Female,FALSE,FALSE,43,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1319.85972
2017,Female,FALSE,FALSE,44,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1384.59645
2013,Female,FALSE,FALSE,40,25-54,Black,Non-Hispanic,Graduate degree,US native,DE,149.76690000000002
2013,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Bachelor's degree,US native,DE,153.65375
2014,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,US native,DE,135.61781000000002
2009,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,US native,PA,1122.2811299999998
2010,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,PA,1200.43717
2009,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,PA,1131.5151
2011,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,UT,554.94816
2012,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NY,1270.40942
2013,Female,TRUE,TRUE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,NY,1277.35043
2011,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NY,1343.41139
2016,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Associate degree,US native,AK,137.54814
2011,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Associate degree,US native,IA,402.73498
2010,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Associate degree,US native,IA,421.09354
2011,Female,FALSE,FALSE,32,25-54,Black,Non-Hispanic,Graduate degree,US native,MD,942.2517
2010,Female,FALSE,FALSE,31,25-54,Black,Non-Hispanic,Graduate degree,US native,MD,793.8092899999999
2010,Male,TRUE,TRUE,64,55 and over,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NY,1338.72122
2009,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Graduate degree,US native,NY,1678.12385
2010,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Graduate degree,US native,NY,1436.74079
2009,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,CO,707.20198
2013,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Associate degree,US native,IA,400.0659
2010,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Associate degree,US native,PA,1209.39831
2011,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Associate degree,US native,PA,1236.5212
2013,Female,TRUE,TRUE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,1394.40281
2017,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Associate degree,US native,IL,1350.3888000000002
2010,Female,FALSE,FALSE,65,55 and over,White,Non-Hispanic,Bachelor's degree,US native,IA,514.48182
2011,Female,FALSE,FALSE,66,55 and over,White,Non-Hispanic,Bachelor's degree,US native,IA,485.54577
2012,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Bachelor's degree,US native,OH,1312.84609
2013,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Bachelor's degree,US native,OH,1103.0258900000001
2012,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Bachelor's degree,US native,OH,1221.78863
2015,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Associate degree,US native,OH,1288.96025
2016,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,OH,1303.12369
2016,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Associate degree,US native,OH,1125.9677100000001
2012,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Associate degree,US native,MO,1035.37255
2017,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Bachelor's degree,US native,MT,179.59059
2016,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,MT,188.37264
2013,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Bachelor's degree,US native,MO,1113.714
2015,Female,FALSE,FALSE,66,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CT,921.37524
2016,Female,FALSE,FALSE,67,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CT,891.63269
2012,Female,FALSE,FALSE,41,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",IA,486.96812
2013,Female,FALSE,FALSE,42,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",IA,497.74313
2015,Male,FALSE,FALSE,60,55 and over,Black,Non-Hispanic,Graduate degree,US native,TX,2140.11889
2017,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Bachelor's degree,US native,TN,1114.4948399999998
2016,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Graduate degree,US native,TN,1174.7450000000001
2013,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,IA,429.38374999999996
2010,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Associate degree,US native,CT,460.58926
2011,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Associate degree,US native,CT,429.33835
2009,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Associate degree,US native,CT,392.79793
2014,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Bachelor's degree,US native,IA,432.63392999999996
2013,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Bachelor's degree,US native,IA,387.00142
2012,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,OH,1465.57933
2009,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Graduate degree,US native,IA,361.51614
2015,Female,TRUE,TRUE,58,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CA,1285.2745
2016,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CA,1262.91643
2017,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Bachelor's degree,US native,IL,1151.08027
2016,Female,TRUE,TRUE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,IL,1061.52648
2017,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,KS,737.9495
2017,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,722.61991
2016,Female,FALSE,FALSE,34,25-54,White,Non-Hispanic,Bachelor's degree,US native,MS,431.43573
2015,Female,TRUE,TRUE,28,25-54,White,Non-Hispanic,Bachelor's degree,US native,VT,199.17442
2016,Female,TRUE,TRUE,51,25-54,White,Non-Hispanic,Associate degree,"Foreign-born, citizen",VT,144.24165
2014,Female,TRUE,TRUE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,VT,140.60084999999998
2014,Female,TRUE,TRUE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,VT,140.60084999999998
2015,Female,TRUE,TRUE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,VT,199.17442
2016,Male,FALSE,FALSE,45,25-54,Asian,Non-Hispanic,Graduate degree,"Foreign-born, non-citizen",MA,1306.05759
2017,Male,TRUE,TRUE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,MA,1005.27973
2017,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Bachelor's degree,US native,MA,1058.69283
2015,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Associate degree,US native,WV,202.76197
2014,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,WA,1078.22252
2014,Female,FALSE,FALSE,71,55 and over,Other,Non-Hispanic,Bachelor's degree,US native,AL,694.19784
2017,Male,FALSE,FALSE,33,25-54,White,Non-Hispanic,Associate degree,"Foreign-born, citizen",FL,1315.90902
2017,Female,FALSE,FALSE,26,25-54,White,Hispanic,Associate degree,"Foreign-born, citizen",FL,1423.6213
2015,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CA,1223.5842699999998
2016,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CA,1315.53662
2015,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,MA,947.0760700000001
2014,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,MA,832.3601000000001
2016,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Graduate degree,US native,MA,909.28936
2017,Female,TRUE,TRUE,42,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NJ,1223.7324199999998
2016,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NJ,1177.07164
2014,Female,TRUE,TRUE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,AK,189.55883
2017,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Some college,US native,WV,232.08724999999998
2014,Male,FALSE,FALSE,42,25-54,White,Non-Hispanic,Bachelor's degree,US native,MT,170.831
2015,Male,FALSE,FALSE,44,25-54,White,Non-Hispanic,Bachelor's degree,US native,MT,167.84462000000002
2016,Female,FALSE,FALSE,67,55 and over,White,Non-Hispanic,Bachelor's degree,US native,PA,1090.40516
2017,Female,FALSE,FALSE,68,55 and over,White,Non-Hispanic,Completed high school,US native,PA,1154.4250299999999
2013,Male,FALSE,FALSE,39,25-54,Black,Non-Hispanic,Completed high school,"Foreign-born, citizen",DE,153.47939
2014,Female,FALSE,FALSE,29,25-54,Black,Hispanic,Associate degree,US native,DE,345.43479
2017,Male,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,PA,1219.74018
2017,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,VA,1248.4265
2015,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Bachelor's degree,US native,TN,910.59045
2016,Female,FALSE,FALSE,63,55 and over,White,Non-Hispanic,Bachelor's degree,US native,TN,909.6592699999999
2015,Female,TRUE,TRUE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,OH,1221.3770200000001
2017,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Associate degree,US native,IN,1144.1003699999999
2017,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Associate degree,US native,WY,110.40735
2015,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Bachelor's degree,US native,TN,1119.03392
2015,Male,FALSE,FALSE,29,25-54,White,Non-Hispanic,Bachelor's degree,US native,TN,1189.40126
2017,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Bachelor's degree,US native,MA,927.54432
2015,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Bachelor's degree,US native,NJ,1283.39185
2016,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Associate degree,US native,VT,165.56545
2015,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,AK,163.08632
2014,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Associate degree,US native,NC,1413.85257
2015,Female,FALSE,TRUE,32,25-54,White,Non-Hispanic,Associate degree,US native,MT,144.54367
2016,Female,TRUE,TRUE,27,25-54,White,Non-Hispanic,Graduate degree,US native,FL,1315.26533
2017,Male,FALSE,FALSE,29,25-54,Black,Non-Hispanic,Bachelor's degree,US native,NJ,2108.03125
2014,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,WI,1179.80475
2015,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Bachelor's degree,US native,WI,1231.44346
2015,Female,TRUE,TRUE,33,25-54,White,Non-Hispanic,Bachelor's degree,US native,MT,163.32796000000002
2017,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Associate degree,US native,MS,447.35961
2016,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Associate degree,US native,MS,391.06473
2015,Female,TRUE,TRUE,34,25-54,White,Non-Hispanic,Associate degree,US native,IA,855.36547
2016,Female,TRUE,TRUE,35,25-54,White,Non-Hispanic,Associate degree,US native,IA,1008.59895
2016,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Associate degree,US native,ID,295.10626
2015,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Some college,US native,DE,253.41232
2016,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,US native,DE,287.86377000000005
2015,Female,TRUE,TRUE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,NJ,1269.40409
2015,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,PA,1305.84403
2014,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,PA,1382.98396
2014,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,ND,156.88768
2015,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Bachelor's degree,US native,ND,162.66854
2015,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Associate degree,US native,UT,639.58717
2014,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Associate degree,US native,UT,502.66738999999995
